"problem_id","input","output"
"1571","[[[1, 2], [2, 3]], [[3, 4], [5, 7]]],[[[3, 4], [5, 6]]]","False"
"1571","[[1, 3], [5, 7], [9, 11], [13, 15, 17]] ,[[1, 3],[13,15,17]]","True"
"1572","9","34"
"1572","7","13"
"1572","8","21"
"1573","""abcab"",""abc""","False"
"1573","""aba"",""ab""","False"
"1573","""abcabcabc"",""abc""","True"
"1574","[(5, 17), (3, 9), (12, 5), (3, 24)]","6"
"1574","[(3, 5), (1, 7), (10, 3), (1, 2)]","1"
"1574","[(4, 6), (12, 8), (11, 4), (2, 13)]","2"
"1575","15,17","255"
"1575","2,6","6"
"1575","4,6","12"
"1576","""zxy""","""xyz"""
"1576","""cba""","""abc"""
"1576","""data""","""aadt"""
"1577","(4, 5, 6, 4, 6, 5),[4, 5, 6]","True"
"1577","(3, 5, 6, 5, 3, 6),[3, 6, 5]","True"
"1577","(9, 8, 7, 6, 8, 9),[9, 8, 1]","False"
"1578","""aabAbbbc""","'Not matched!'"
"1578","""aabbbbd""","'Not matched!'"
"1578","""accddbbjjjb""","'Found a match!'"
"1579","1,1,1","""No solutions"""
"1579","2,5,2","""2 solutions"""
"1579","1,2,1","""1 solution"""
"1580","[1,5,7,9,10]","11"
"1580","[1,3,5,7,4,1,6,8]","5"
"1580","[1,2,3,4,5,6,7,8,9,10]","3"
"1581","15,20","600"
"1581","8,9","144"
"1581","10,20","400"
"1582","[1, 2, 3, 5, 7, 8, 10],2,5","[10]"
"1582","[10,15,14,13,18,12,20],10,5","[10,20]"
"1582","[19, 65, 57, 39, 152, 639, 121, 44, 90, 190],2,4","[ 152,44]"
"1583","5,2,4","False"
"1583","22,2,3","True"
"1583","10,2,1","True"
"1584","""ab"",""ba""","True"
"1584","""ab"",""aa""","False"
"1584","""paper"",""title""","True"
"1585","(-10,-20,-30)","-20.0"
"1585","(19,15,18)","17.333333333333332"
"1585","(8, 2, 3, 0, 7)","4.0"
"1586","6","False"
"1586","7","True"
"1586","5","True"
"1587","((13, 4), (14, 6), (13, 10), (12, 11)), ((19, 8), (14, 10), (12, 2), (18, 4))","((-6, -4), (0, -4), (1, 8), (-6, 7))"
"1587","((19, 5), (18, 7), (19, 11), (17, 12)), ((12, 9), (17, 11), (13, 3), (19, 5))","((7, -4), (1, -4), (6, 8), (-2, 7))"
"1587","((1, 3), (4, 5), (2, 9), (1, 10)), ((6, 7), (3, 9), (1, 1), (7, 3))","((-5, -4), (1, -4), (1, 8), (-6, 7))"
"1588","[[1,2],[2,3],[3,4]]","[[2,1],[3,2],[4,3]]"
"1588","[[10,20],[30,40]]","[[20,10],[40,30]]"
"1588","[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15, 16]]","[[4, 3, 2, 1], [8, 7, 6, 5], [12, 11, 10, 9], [16, 15, 14, 13]]"
"1589","[2,4,6,8,10],[2,4,6,8],4","4"
"1589","[1,3,5,7,9,11],[1,3,5,7,9],5","5"
"1589","[1,2,3,4],[1,2,3],3","3"
"1590","2,2","True"
"1590","10,20","True"
"1590","12,1","False"
"1591","'python   programming    language'","('python programming language')"
"1591","'python                     program'","('python program')"
"1591","'python  program'","('python program')"
"1592","[['x', 'y', 'z'], ['m'], ['a', 'b'], ['u', 'v']]","['z', 'm', 'b', 'v']"
"1592","[[1, 2, 3], [4, 5]]","[3, 5]"
"1592","[[1, 2, 3], [4, 5], [6, 7, 8, 9]]","[3, 5, 9]"
"1593","""2.3, 2.4, 5.6, 5.4, 8.9""","(2.3, 2.4, 5.6, 5.4, 8.9)"
"1593","""0.3, 0.5, 7.8, 9.4""","(0.3, 0.5, 7.8, 9.4)"
"1593","""1.2, 1.3, 2.3, 2.4, 6.5""","(1.2, 1.3, 2.3, 2.4, 6.5)"
"1594","[1, 2, 9, 5, 6, 0, 5, 12, 7]","28"
"1594","[1, 3, 10, 5, 6, 0, 6, 14, 21]","44"
"1594","[1, 2, 9, 4, 5, 0, 4, 11, 6]","26"
"1595","[(9,8), (4, 7), (3,5), (7,9), (1,2)]","[(1,2), (3,5), (4,7), (9,8), (7,9)]"
"1595","[(20,50), (10,20), (40,40)]","[(10,20),(40,40),(20,50)]"
"1595","[(2, 5), (1, 2), (4, 4), (2, 3), (2, 1)]","[(2, 1), (1, 2), (2, 3), (4, 4), (2, 5)]"
"1596","""easy"",""fun""","False"
"1596","""python language"",""code""","False"
"1596","""machine learning"",""machine""","True"
"1597","[0, 1, 2, 3, 4, 4, 4, 4, 5, 7],4","[4]"
"1597","[1, 1, 3, 4, 4, 5, 6, 7],2","[1, 4]"
"1597","[0,0,0,0,0],5","[0]"
"1598","[3,2,1,2,3,4],6","True"
"1598","[2,1,4,5,1],5","True"
"1598","[1,2,2,1,2,3],6","True"
"1599","'6-2345861'","False"
"1599","'78910'","False"
"1599","'5-2345861'","True"
"1600","1","1"
"1600","13","360360"
"1600","2","2"
"1601","{'a': 500, 'b': 700, 'c':900},{'a': 500, 'b': 600, 'd':900}","({'b': 1300, 'd': 900, 'a': 1000, 'c': 900})"
"1601","{'a':900,'b':900,'d':900},{'a':900,'b':900,'d':900}","({'b': 1800, 'd': 1800, 'a': 1800})"
"1601","{'a': 100, 'b': 200, 'c':300},{'a': 300, 'b': 200, 'd':400}","({'b': 400, 'd': 400, 'a': 400, 'c': 300})"
"1602","5","4"
"1602","2","1"
"1602","14","17"
"1603","-9","False"
"1603","13.5","False"
"1603","0","True"
"1604","2","6"
"1604","4","70"
"1604","5","252"
"1605","""https://www.indiatoday.in/movies/celebrities/story/wp/2020/11/03/odeof-sushant-singh-rajput-s-death-his-brother-in-law-shares-advice-for-fans-1749646/""","[('2020', '11', '03')]"
"1605","""https://economictimes.indiatimes.com/news/economy/2020/12/29/finance/pension-assets-under-pfrda-touch-rs-5-32-lakh-crore/articleshow/79736619.cms""","[('2020', '12', '29')]"
"1605","""https://www.washingtonpost.com/news/football-insider/wp/2016/09/02/odell-beckhams-fame-rests-on-one-stupid-little-ball-josh-norman-tells-author/""","[('2016', '09', '02')]"
"1606","5","[1, 3, 7, 9, 13]"
"1606","10","[1, 3, 7, 9, 13, 15, 21, 25, 31, 33]"
"1606","8","[1, 3, 7, 9, 13, 15, 21, 25]"
"1607","[1, 2, 3, 4, 5, 6, 7, 8],8","-1"
"1607","[-10, -1, 0, 3, 10, 11, 30, 50, 100],9","3"
"1607","[0, 2, 5, 8, 17],5","0"
"1608","120","111"
"1608","99","88"
"1608","1221","1111"
"1609","'11','11','2002'","True"
"1609","11,11,2002","True"
"1609","13,11,2002","False"
"1610","[25, 35, 22, 85, 14, 65, 75, 25, 58]","414375"
"1610","[18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1]","2520"
"1610"," [12, 74, 9, 50, 61, 41]","225700"
"1611","lobb_num(3, 2)","5"
"1611","lobb_num(5, 3)","35"
"1611","lobb_num(4, 2)","20"
"1612","'abc'","False"
"1612","'abcdef'","False"
"1612","'abcdef7'","True"
"1613","""xyz""","False"
"1613","""abab""","True"
"1613","""aaaa""","False"
"1614","[10,15,14,13,-18,12,-20]","[10, 12, 13, 14, 15, -20, -18]"
"1614","[-20,20,-10,10,-30,30]","[10, 20, 30, -30, -20, -10]"
"1614","[-1, 2, -3, 5, 7, 8, 9, -10]","[2, 5, 7, 8, 9, -10, -3, -1]"
"1615","[12, 3, 5, 2, 6, 9], 6, 24","(12, 3, 9)"
"1615","[1, 4, 45, 6, 10, 8], 6, 22","(4, 10, 8)"
"1615","[1, 2, 3, 4, 5], 5, 9","(1, 3, 5)"
"1616","""aA""","('Not matched!')"
"1616","""AaBbGg""","('Found a match!')"
"1616","""PYTHON""","('Not matched!')"
"1617","[4,5,6,7,8,9],6,9","2"
"1617","[1, 2, 3],3,4","4"
"1617","[4,5,6,7,8,9],6,4","1"
"1618","[1,2,3,4]","24"
"1618","[3,1,2,3]","18"
"1618","[1,-2,3]","-6"
"1619","[(None, None), (None, None), (3, 6), (17, 3), (None,1 )] ","'[(3, 6), (17, 3), (None, 1)]'"
"1619","[(1, 2), (2, None), (3, None), (24, 3), (None, None )] ","'[(1, 2), (2, None), (3, None), (24, 3)]'"
"1619","[(None, 2), (None, None), (3, 4), (12, 3), (None, )] ","'[(None, 2), (3, 4), (12, 3)]'"
"1620","(1, 2, 3, 4, 5, 6, 7, 8, 9), 2","[(1, 2), (3, 4), (5, 6), (7, 8), (9,)]"
"1620","(11, 14, 16, 17, 19, 21, 22, 25), 4","[(11, 14, 16, 17), (19, 21, 22, 25)]"
"1620","(10, 4, 5, 6, 7, 6, 8, 3, 4), 3","[(10, 4, 5), (6, 7, 6), (8, 3, 4)]"
"1621","[0, -1, -2, -4, 5, 0, -6]","(-4, -6)"
"1621","[1, 3, 5, 6, 8, 9]","(8,9)"
"1621","[1, 2, 3, 4, 7, 0, 8, 4]","(7, 8)"
"1622","""feek"", ""eke"", 4, 3","5"
"1622","""PARRT"", ""RTA"", 5, 3","6"
"1622","""AGGTAB"", ""GXTXAYB"", 6, 7","9"
"1623","19,15","19"
"1623","-10,-20","-10"
"1623","10,20","20"
"1624","(1,2,3)","6"
"1624","(-2,-4,-6)","-48"
"1624","(4, 3, 2, 2, -1, 18)","-864"
"1625","3, 0","2"
"1625","3, 1","3"
"1625","7, 2","924"
"1626","(max_height(root1))","5"
"1626","(max_height(root2))","4"
"1626","(max_height(root))","3"
"1627","'2021-01-04'","'04-01-2021'"
"1627","'2030-06-06'","'06-06-2030'"
"1627","'2026-01-02'","'02-01-2026'"
"1628","(2, 4, 5, 6, 2, 3, 4, 4, 7),2","2"
"1628","(2, 4, 7, 7, 7, 3, 4, 4, 7),7","4"
"1628","(2, 4, 5, 6, 2, 3, 4, 4, 7),4","3"
"1629","""a0c""","'Found a match!'"
"1629","""abbc""","'Found a match!'"
"1629","""msb""","'Not matched!'"
"1630","5","225"
"1630","15","14400"
"1630","7","784"
"1631","[""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"",""Java""]","['Python', 'Exercises', 'Practice', 'Solution', 'Java']"
"1631","[""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"",""C++"",""C"",""C++""]","['Python', 'Exercises', 'Practice', 'Solution','C++','C']"
"1631","[""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises""]","['Python', 'Exercises', 'Practice', 'Solution']"
"1632","'ChromeCast'","'chrome_cast'"
"1632","'QuadCore'","'quad_core'"
"1632","'GoogleAssistant'","'google_assistant'"
"1633","3, 3","63"
"1633","4, 5","681"
"1633","3, 4","129"
"1634","7","140"
"1634","12","650"
"1634","6","91"
"1635","[(5, 4), (2, 10), (3, 11), (4, 3)],  [3, 4, 2, 3]","[(3, 11), (4, 3), (2, 10), (3, 11)]"
"1635","[(6, 3), (3, 8), (5, 7), (2, 4)],  [2, 5, 3, 6]","[(2, 4), (5, 7), (3, 8), (6, 3)]"
"1635","[(4, 3), (1, 9), (2, 10), (3, 2)],  [1, 4, 2, 3]","[(1, 9), (4, 3), (2, 10), (3, 2)]"
"1636","""hello world""","('l')"
"1636","""hello ""","('l')"
"1636","""python pr""","('p')"
"1637","[1, 4, 10],[2, 15, 20],[10, 12],3,3,2","(10, 15, 10)"
"1637","[20, 24, 100],[2, 19, 22, 79, 800],[10, 12, 23, 24, 119],3,5,5","(24, 22, 23)"
"1637","[2, 5, 11],[3, 16, 21],[11, 13],3,3,2","(11, 16, 11)"
"1638","[{'make':'Vivo', 'model':20,'color':'Blue'},{'make': 'oppo','model':17,'color':'Gold'},{'make':'Apple','model':11,'color':'red'}]","([{'make':'Vivo', 'model':20,'color':'Blue'},{'make': 'oppo','model':17,'color':'Gold'},{'make':'Apple','model':11,'color':'red'}])"
"1638","[{'make':'Nokia', 'model':216, 'color':'Black'}, {'make':'Mi Max', 'model':2, 'color':'Gold'}, {'make':'Samsung', 'model': 7, 'color':'Blue'}]","[{'make': 'Nokia', 'model': 216, 'color': 'Black'}, {'make': 'Samsung', 'model': 7, 'color': 'Blue'}, {'make': 'Mi Max', 'model': 2, 'color': 'Gold'}]"
"1638","[{'make':'micromax','model':40,'color':'grey'},{'make':'poco','model':60,'color':'blue'}]","([{'make':'poco','model':60,'color':'blue'},{'make':'micromax','model':40,'color':'grey'}])"
"1639","[32, 14, 5, 6, 7, 19]","[5, 6, 7, 14, 19, 32]"
"1639","[21, 15, 29, 78, 65]","[15, 21, 29, 65, 78]"
"1639","[12, 2, 4, 5, 2, 3]","[2, 2, 3, 4, 5, 12]"
"1640","[10,(20,30),(10,20),40]","1"
"1640","[10,20,30,(10,20),40]","3"
"1640","[(10,(20,30,(10,20),40))]","0"
"1641","(1, 2, 3, 4),  [4, 6, 7, 8, 9]","True"
"1641","(4, 5, 7, 9, 3),  [6, 7, 10, 11]","True"
"1641","(3, 2, 1, 4, 5),  [9, 8, 7, 6]","False"
"1642","[1, 3, 5, 6, 8, 9], [2, 5, 7, 11]","[1,2,3,5,5,6,7,8,9,11]"
"1642","[1,3,7],[2,4,6]","[1,2,3,4,6,7]"
"1642","[1, 3, 5, 7, 9, 11],[0, 2, 4, 6, 8, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
"1643","""every adult have 32 teeth""","17"
"1643","""isha has 79 chocolates in her bag""","9"
"1643","""there are 70 flats in this apartment""","10"
"1644","('a', 'b', 'c') ","{'c', 'a', 'b'}"
"1644","('z', 'd', 'e') ","{'d', 'e', 'z'}"
"1644","('x', 'y', 'z') ","{'y', 'x', 'z'}"
"1645","'lkseropewdssafsdfafkpwe',2","[('s', 4), ('e', 3)]"
"1645","'lkseropewdssafsdfafkpwe',3","[('s', 4), ('e', 3), ('f', 3)]"
"1645","'lkseropewdssafsdfafkpwe',7","[('s', 4), ('e', 3), ('f', 3), ('k', 2), ('p', 2), ('w', 2), ('d', 2)]"
"1646","[""a"",""ab"",""abc""]","1"
"1646","[""12"",""12"",""1234""]","2"
"1646","[""win"",""lose"",""great""]","3"
"1647","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""),-3","('r')"
"1647","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""),3","('e')"
"1647","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""),-4","('u')"
"1648","[(3, 4, 8), (1, 2), (1234335,), (1345, 234, 334)] ","'[(1, 2), (3, 4, 8), (1234335,), (1345, 234, 334)]'"
"1648","[(34, 4, 61, 723), (1, 2), (145,), (134, 23)] ","'[(1, 2), (145,), (134, 23), (34, 4, 61, 723)]'"
"1648","[(3, 4, 6, 723), (1, 2), (12345,), (134, 234, 34)] ","'[(1, 2), (12345,), (3, 4, 6, 723), (134, 234, 34)]'"
"1649","1994","('Dog')"
"1649","1997","('Ox')"
"1649","1998","('Tiger')"
"1650","[(3, 5), (7, 8), (6, 2)],[(6, 5), (9, 11), (9, 15)]","[(6, 5), (9, 11), (9, 15)]"
"1650","[(4, 6), (8, 9), (7, 3)],[(7, 6), (10, 12), (10, 16)]","[(7, 6), (10, 12), (10, 16)]"
"1650","[(2, 4), (6, 7), (5, 1)],[(5, 4), (8, 10), (8, 14)]","[(5, 4), (8, 10), (8, 14)]"
"1651","18, 14, 19","1"
"1651","10, 2, 13","6"
"1651","11, 3, 14","11"
"1652","[5, 6, 9, 3, 4, 3, 4],7","2"
"1652","[1, 2, 3, 4],4","1"
"1652","[1, 2, 3 ],3","1"
"1653","100,200",""
"1653","1500,1200","300"
"1653","2000,5000",""
"1654","13","False"
"1654","12","True"
"1654","9","False"
"1655","""UpdateInTheGoEcoSystem""","['Update', 'In', 'The', 'Go', 'Eco', 'System']"
"1655","""LearnToBuildAnythingWithGoogle""","['Learn', 'To', 'Build', 'Anything', 'With', 'Google']"
"1655","""ApmlifyingTheBlack+DeveloperCommunity""","['Apmlifying', 'The', 'Black+', 'Developer', 'Community']"
"1656","18","2"
"1656","16","5"
"1656","12","3"
"1657","50","(""L"")"
"1657","4","(""IV"")"
"1657","1","(""I"")"
"1658","[4, 5, 1, 2, 9, 7, 10, 8]","5.75"
"1658","[1,2,3]","2"
"1658","[15, 9, 55, 41, 35, 20, 62, 49]","35.75"
"1659","3","2"
"1659","5","5"
"1659","4","3"
"1660","'MMMM'","4000"
"1660","'C'","100"
"1660","'MMMCMLXXXVI'","3986"
"1661","3,8","18"
"1661","4,6","10"
"1661","2,5","6"
"1662","5,7,9","(""no real solution"",-131)"
"1662","0,0,9","(""one solution"",0)"
"1662","4,8,2","(""Two solutions"",32)"
"1663","""solution""","True"
"1663","""data""","True"
"1663","""program""","False"
"1664","'pythonLanguage'","('python_language')"
"1664","'ProgrammingLanguage'","('programming_language')"
"1664","'PythonProgram'","('python_program')"
"1665","[(), (), ('',), (""python""), (""program"")]","[('',), (""python""), (""program"")]"
"1665","[(), (), ('',), (""java"")]","[('',),(""java"") ]"
"1665","[(), (), ('',), ('a', 'b'), ('a', 'b', 'c'), ('d')]","[('',), ('a', 'b'), ('a', 'b', 'c'), 'd']"
"1666","'program'","""not accepted"""
"1666","'fine'","""not accepted"""
"1666","""SEEquoiaL""","'accepted'"
"1667","5,7,4","2"
"1667","2,2,1","1"
"1667","11,10,9","9"
"1668","[(6, 7), (6, 8), (7, 9), (7, 11), (8, 14)] ","[(6, 7, 8), (7, 9, 11), (8, 14)]"
"1668","[(7, 8), (7, 9), (8, 10), (8, 12), (9, 15)] ","[(7, 8, 9), (8, 10, 12), (9, 15)]"
"1668","[(5, 6), (5, 7), (6, 8), (6, 10), (7, 13)] ","[(5, 6, 7), (6, 8, 10), (7, 13)]"
"1669","19,15","15"
"1669","-10,-20","-20"
"1669","10,20","10"
"1670","17, 2, 1, 3","17"
"1670","18, 16, 3, 6","6"
"1670","7, 5, 2, 5","2"
"1671","(1, 2), (3, 4)","(1, 2, 3, 4)"
"1671","(4, 5), (6, 8)","(4, 5, 6, 8)"
"1671","(3, 4), (5, 6)","(3, 4, 5, 6)"
"1672","""bigdata"",3 ","""databig"""
"1672","""python"",2","""thonpy"""
"1672","""hadoop"",1 ","""adooph"""
"1673","[[ 2 ], [3, 9 ], [1, 6, 7 ]]","6"
"1673","[[ 2 ], [3, 7 ], [8, 5, 6 ]]","10"
"1673","[[ 3 ], [6, 4 ], [5, 2, 7 ]]","9"
"10001","[1, 1, 1, 1]","0.0"
"10001","[-29, -38, 36, -39, -14, -28, 58, -35, 5, 91, -9, -31, 27, 31]","39.33769"
"10002","[1, 2] [3, 4]","-0.25"
"10002","[-1, 3, 6, 5, 2, 3, 6, 5, -5, -1] [-4, 1, 0, 6, 5, 5, 5, 8, -4, 9]","7.17"
"10003","[1, 7, 7, 1, 1]","1.2307"
"10003","[1, 1]","0.69315"
"10004","[7, 6, 8, 10] [3, 1, 6, 3]","0.1317"
"10004","[1, 1] [1, 1]","0.0"
"10005","[1, 0, 1, 0] [1, 0, 0, 0]","0.66667"
"10005","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0] [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]","0.33333"
"10006","[1, 0, 1, 0] [0.9, 0.8, 0.1, 0.2]","0.5"
"10006","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1] [0.57, 0.85, 0.85, 0.7, 0.22, 0.65, 0.38, 0.08, 0.57, 0.72]","0.58"
"10007","[50, 19, 28, 17, 55, 18, 26, -8, 33, 43]","[0.92063, 0.42857, 0.57143, 0.39683, 1.0, 0.4127, 0.53968, 0.0, 0.65079, 0.80952]"
"10007","[1, 2, 3]","[0.0, 0.5, 1.0]"
"10008","[[8, 7, 10, 3], [8, -4, 8, 7], [13, -5, 4, -4], [0, -5, 14, 4], [6, 13, 7, 9]]","[[0.23837, 0.77952, 0.42135, -0.17997], [0.23837, -0.69888, -0.18058, 0.71987], [1.43019, -0.83329, -1.38444, -1.75469], [-1.66856, -0.83329, 1.62521, 0.04499], [-0.23837, 1.58593, -0.48154, 1.1698]]"
"10008","[[1, 2], [1, 2]]","[[0.0, 0.0], [0.0, 0.0]]"
"10009","[[5, 3], [-4, -6], [-2, -2], [-3, 6], [-6, 0], [-5, -3], [2, -2], [-1, -2], [5, 5]] [[1, -3], [3, 1], [-2, -3]]","[1, 2, 2, 1, 2, 2, 0, 2, 1]"
"10009","[[0, 0], [10, 0]] [[0, 1], [9, 0]]","[0, 1]"
"10010","[24, 1, 18, -3, 16, -3, 20, 24, -4, -4, 15, 12, 7, -4, 0, 11]","4"
"10010","[10, 9, 2, 5, 3, 7, 101, 18]","4"
"10011","['ai model training pipeline', 'model evaluation metric f1 precision recall', 'data analysis visualization dashboard', 'data pipeline monitoring alert'] 2","'analysis'"
"10011","['a a b', 'a c', 'b c'] 1","'a'"
"10012","[20, 13, 1, -3, -2, 8, 4, 1, 12, 18, 10, -5] 3","[11.33333, 3.66667, -1.33333, 1.0, 3.33333, 4.33333, 5.66667, 10.33333, 13.33333, 7.66667]"
"10012","[1, 2, 3, 4, 5] 3","[2.0, 3.0, 4.0]"
"10013","[59, 57, 32, 30, 39, 58, 14, 46, -5, -17, 45, 3, 18] 0.1","-3.4"
"10013","[0, 10, 20, 30] 0.25","7.5"
"10014","[42, 9, 37, 22, -19, 44, 33, 5, -11, 23, -9, 24, 42, -17, 40]","0"
"10014","[1, 2, 3, 4, 100]","1"
"10015","[28, 4, 11, 28, 20, 25, 29, 19, 4, 2, 3, 19] 2.58","[8.0606, 23.9394]"
"10015","[1, 2, 3, 4] 1.96","[1.23492, 3.76508]"
"10017","[46, 46, 82, 77, 5, 32, 91, 47, 74, 3, 33, 95, 56, 3, 61, 49, 80, 54, 26, 75] 25","[(0, 3), (25, 7), (50, 4), (75, 6)]"
"10017","[0, 9, 10, 19, 20] 10","[(0, 2), (10, 2), (20, 1)]"
"10018","[35, -4, 53, 68, 14, 39, 64, 67, 63, 52, 56, 21, -6, -10, 3, 37, 8, 10, 14, 28] -6","0.1"
"10018","[1, 2, 3, 4] 3","0.75"
"10021","[0, 10, 20, 30] 1","[0, 10, 20, 30]"
"10021","[-32, 28, 40, -22, 31, -25, 65, 69, -18, 20, 57, -32] 1","[-32, 28, 40, -22, 31, -25, 65, 69, -18, 20, 57, -32]"
"10022","[1, 2, 3] [1, 2, 4]","0.33333"
"10022","[-2, 8, 5, 7, 2, -5, -1, 1, -1, -1, -1, 9] [-3, 10, 9, 7, -2, 5, -1, 5, -2, -5, 0, 8]","2.66667"
"10024","[1, 2, 3, 100] 1","2.5"
"10024","[-18, 5, 9, -12, 10, 33, 7, 39, 1, -5, 26, 14, 23, -17, 5] 3","7.66667"
"10025","[1, 0] [0.9, 0.2]","0.16425"
"10025","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0] [0.08, 0.76, 0.86, 0.89, 0.89, 0.72, 0.24, 0.71, 0.72, 0.05, 0.87, 0.6]","0.69769"
"10035","[('C', 9), ('A', 7), ('D', -2), ('B', -1), ('D', 5), ('A', 2), ('A', 1), ('A', -3), ('A', 10), ('D', 3), ('A', 0), ('D', 1)]","{'A': 17, 'B': -1, 'C': 9, 'D': 7}"
"10035","[('A', 1), ('A', 2)]","{'A': 3}"
"10037","'c.XcbX .c.a_.-c-_22_'","'c-xcbx-c-a-c-22'"
"10037","'Hello, World!!'","'hello-world'"
"10038","[3, 6, 10, 12, 15, 16, 19, 21, 23, 24] 0 25","['0->2', '4->5', '7->9', '11', '13->14', '17->18', '20', '22', '25']"
"10038","[0, 1, 3, 50] 0 5","['2', '4->5']"
"10039","[(4, 77), (5, 88), (6, 41), (6, 84), (6, 17), (3, 14)] [(3, 74), (2, 86), (1, 67), (6, 83), (5, 43), (2, 52)]","[(3, 14, 74), (5, 88, 43), (6, 17, 83), (6, 41, 83), (6, 84, 83)]"
"10039","[(1, 10), (2, 20)] [(2, 5), (2, 6)]","[(2, 20, 5), (2, 20, 6)]"
"10040","[85, 94, 67, 77, 62, 50, 52, 77, 86, 96, 58, 89]","[5, 2, 7, 6, 8, 11, 10, 6, 4, 1, 9, 3]"
"10040","[100, 100, 90, 80, 80]","[1, 1, 2, 3, 3]"
"10041","[('u3', 1), ('u4', 0), ('u3', 0), ('u4', 1), ('u2', 1), ('u4', 0), ('u3', 1), ('u4', 0), ('u4', 1), ('u4', 1), ('u3', 1), ('u1', 0)]","0.66667"
"10041","[('u1', 0), ('u1', 1), ('u2', 0)]","0.5"
"10042","[4, 1, 7, 5, 8, 1, 3, 2, 5, 3, 4, 6, 5, 5, 8, 1, 2, 12, 5, 9, 9, 12, 5, 11, 6] 4","[5, 1, 2, 3]"
"10042","[1, 2, 2, 3, 3, 3, 4, 4] 2","[3, 2]"
"10043","'x,,y'","['x', '', 'y']"
"10043","'a, b,  c,,d'","['a', 'b', 'c', '', 'd']"
"10044","['u2', 'u4', 'u3', 'u6', 'u4', 'u2', 'u2', 'u3', 'u3', 'u1', 'u1', 'u6', 'u1', 'u5', 'u1']","[1, 2, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6]"
"10044","['a', 'b', 'a', 'c']","[1, 2, 2, 3]"
"10045","[73, 133, 138, 141, 163, 177, 267, 315, 317, 321, 347, 440, 530, 563, 641, 683, 706, 753] 120","1"
"10045","[0, 10, 20, 200] 30","2"
"10047","[74, 71, 80, 37, 61, 44, 2, 2, 83, 44, 37, 39] 20","[60, 60, 80, 20, 60, 40, 0, 0, 80, 40, 20, 20]"
"10047","[0, 9, 10, 19] 10","[0, 0, 10, 10]"
"10048","[4, 5, 7, 8, 9, 10, 16, 18, 21, 25, 28]","4"
"10048","[1, 2, 4, 5, 6]","3"
"10050","['d', 'b', 'b', 'b', 'b', 'd', 'a', 'd', 'c', 'd', 'c', 'c']","['d', 'b', 'a', 'c']"
"10050","['a', 'b', 'a', 'c']","['a', 'b', 'c']"
"10052","[[1, 3], [5, 19], [5, 17], [2, 19], [1, 15], [5, 20], [1, 0], [4, 15]]","[[1, 15], [1, 3], [1, 0], [2, 19], [4, 15], [5, 20], [5, 19], [5, 17]]"
"10052","[[1, 2], [1, 5], [0, 3]]","[[0, 3], [1, 5], [1, 2]]"
"10053","['busan', 'busan', 'busan', 'seoul', 'busan', 'incheon', 'seoul', 'daegu', 'incheon', 'seoul', 'seoul', 'seoul', 'incheon', 'incheon', 'busan', 'incheon', 'daegu', 'busan']","{'busan': 6, 'daegu': 2, 'incheon': 5, 'seoul': 5}"
"10053","['a', 'b', 'a']","{'a': 2, 'b': 1}"
"10055","[4, 63, 20, 86, 62, 17, 64, 79, 14, 80, 67, 34] 73","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]"
"10055","[10, 90] 50","[0, 1]"
"10058","['pro', 'pro', 'free']","{'free': 1, 'pro': 2}"
"10058","['pro', 'pro', 'free', 'basic', 'basic', 'free', 'basic', 'basic', 'basic', 'basic', 'free', 'pro', 'basic', 'free', 'basic']","{'basic': 8, 'free': 4, 'pro': 3}"
"10068","[1, 0, 0] [0, 1, 0]","0.0"
"10068","[0, 5, 5, 4, 5, 5] [1, 2, -3, 0, 1, -1]","-0.11606"
"10069","[3, 5, 4, 6, 7, 7, 7]","[0.00513, 0.0379, 0.01394, 0.10301, 0.28001, 0.28001, 0.28001]"
"10069","[0, 0]","[0.5, 0.5]"
"10070","[0, 0]","0.69315"
"10070","[-1, -8, -4, -7, 5, 4, -10, -10]","5.31517"
"10071","[1, 9, -8, 6, 3, 1, 1, 3, 7, -9, 9, 9] 5","[1, 10, 11, 8, 3]"
"10071","[1, 1, 2] 2","[2, 0]"
"10073","[22, 52, 96, 10, 5, 43] 10","[22, 52, 96, 10, 5, 43, 0, 0, 0, 0]"
